Ensembl Gene ID	Ensembl Transcript ID	Ensembl Protein ID	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000154545	ENST00000375626	ENSP00000364777	melanoma antigen family D4 [Source:HGNC Symbol;Acc:HGNC:23793]	X	52184823	52192268
ENSG00000154545	ENST00000477634		melanoma antigen family D4 [Source:HGNC Symbol;Acc:HGNC:23793]	X	52184823	52192268
ENSG00000154545	ENST00000498483		melanoma antigen family D4 [Source:HGNC Symbol;Acc:HGNC:23793]	X	52184823	52192268
ENSG00000154545	ENST00000467526		melanoma antigen family D4 [Source:HGNC Symbol;Acc:HGNC:23793]	X	52184823	52192268
ENSG00000154545	ENST00000474812		melanoma antigen family D4 [Source:HGNC Symbol;Acc:HGNC:23793]	X	52184823	52192268
ENSG00000154545	ENST00000479281		melanoma antigen family D4 [Source:HGNC Symbol;Acc:HGNC:23793]	X	52184823	52192268
ENSG00000154545	ENST00000497416		melanoma antigen family D4 [Source:HGNC Symbol;Acc:HGNC:23793]	X	52184823	52192268
ENSG00000154545	ENST00000497348		melanoma antigen family D4 [Source:HGNC Symbol;Acc:HGNC:23793]	X	52184823	52192268
ENSG00000154545	ENST00000599522	ENSP00000472118	melanoma antigen family D4 [Source:HGNC Symbol;Acc:HGNC:23793]	X	52184823	52192268
ENSG00000147145	ENST00000610214		lysophosphatidic acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:4478]	X	78747709	78757094
ENSG00000147145	ENST00000435339	ENSP00000408205	lysophosphatidic acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:4478]	X	78747709	78757094
ENSG00000147145	ENST00000514744	ENSP00000476460	lysophosphatidic acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:4478]	X	78747709	78757094
ENSG00000147145	ENST00000607964		lysophosphatidic acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:4478]	X	78747709	78757094
ENSG00000147145	ENST00000614823	ENSP00000478261	lysophosphatidic acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:4478]	X	78747709	78757094
ENSG00000214930	ENST00000399259		keratin 8 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:33360]	X	138487665	138488871
ENSG00000169306	ENST00000378993	ENSP00000368278	interleukin 1 receptor accessory protein-like 1 [Source:HGNC Symbol;Acc:HGNC:5996]	X	28587399	29956723
ENSG00000169306	ENST00000302196	ENSP00000305200	interleukin 1 receptor accessory protein-like 1 [Source:HGNC Symbol;Acc:HGNC:5996]	X	28587399	29956723
ENSG00000228427	ENST00000450860			X	71183559	71198175
ENSG00000169562	ENST00000374029	ENSP00000363141	"gap junction protein, beta 1, 32kDa [Source:HGNC Symbol;Acc:HGNC:4283]"	X	71215194	71225516
ENSG00000169562	ENST00000374022	ENSP00000363134	"gap junction protein, beta 1, 32kDa [Source:HGNC Symbol;Acc:HGNC:4283]"	X	71215194	71225516
ENSG00000169562	ENST00000447581	ENSP00000407223	"gap junction protein, beta 1, 32kDa [Source:HGNC Symbol;Acc:HGNC:4283]"	X	71215194	71225516
ENSG00000169562	ENST00000361726	ENSP00000354900	"gap junction protein, beta 1, 32kDa [Source:HGNC Symbol;Acc:HGNC:4283]"	X	71215194	71225516
ENSG00000188408	ENST00000602297	ENSP00000473493	melanoma antigen family B5 [Source:HGNC Symbol;Acc:HGNC:23795]	X	26216169	26218270
ENSG00000236126	ENST00000441330	ENSP00000398559	"cancer/testis antigen family 47, member A3 [Source:HGNC Symbol;Acc:HGNC:33284]"	X	120972746	120976068
ENSG00000226725	ENST00000416989		PABPC1L2B antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50345]	X	72998388	73002856
ENSG00000184388	ENST00000373521	ENSP00000362621	"poly(A) binding protein, cytoplasmic 1-like 2B [Source:HGNC Symbol;Acc:HGNC:31852]"	X	73003517	73005713
ENSG00000227393	ENST00000416609			X	29369001	29369845
ENSG00000233785	ENST00000366134			X	23772992	23782956
ENSG00000229491	ENST00000438181			X	45183251	45333917
ENSG00000229491	ENST00000450527			X	45183251	45333917
ENSG00000229491	ENST00000450246			X	45183251	45333917
ENSG00000270646	ENST00000605253			X	120976668	120976919
ENSG00000233467	ENST00000411473			X	148198014	148198878
ENSG00000176970	ENST00000446092		ribosomal protein L7-like 1 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:39493]	X	148464708	148465428
ENSG00000235329	ENST00000457667			X	113347413	113347619
ENSG00000237741	ENST00000456981			X	148498113	148500615
ENSG00000237171	ENST00000446214			X	26223903	26224658
ENSG00000226436	ENST00000416765			X	28659065	28659469
ENSG00000147113	ENST00000398000	ENSP00000381086	chromosome X open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:25866]	X	45148374	45200901
ENSG00000147113	ENST00000477281		chromosome X open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:25866]	X	45148374	45200901
ENSG00000147113	ENST00000377934	ENSP00000367168	chromosome X open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:25866]	X	45148374	45200901
ENSG00000147113	ENST00000492138		chromosome X open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:25866]	X	45148374	45200901
ENSG00000237994	ENST00000424251			X	28942050	28942568
ENSG00000220541	ENST00000403700			X	113522482	113522989
ENSG00000270524	ENST00000604344		queuine tRNA-ribosyltransferase 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39179]	X	113882590	113883667
ENSG00000241743	ENST00000468762		X active specific transcript (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:45056]	X	113616300	113938218
ENSG00000230502	ENST00000423016			X	114388988	114389155
ENSG00000242362	ENST00000458218	ENSP00000414253	"cancer/testis antigen family 47, member A2 [Source:HGNC Symbol;Acc:HGNC:33283]"	X	120977606	120980928
ENSG00000271686	ENST00000603089			X	114389135	114389954
ENSG00000226179	ENST00000391707		long intergenic non-protein coding RNA 685 [Source:HGNC Symbol;Acc:HGNC:27560]	X	320990	321851
ENSG00000226547	ENST00000449911		SSU72 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43620]	X	114390674	114391256
ENSG00000226867	ENST00000434905			X	52781452	52785786
ENSG00000186288	ENST00000373519	ENSP00000362618	"poly(A) binding protein, cytoplasmic 1-like 2A [Source:HGNC Symbol;Acc:HGNC:27989]"	X	73077276	73079512
ENSG00000233833	ENST00000430422		eukaryotic translation termination factor 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:3480]	X	65794345	65795835
ENSG00000215054	ENST00000457130		heterogeneous nuclear ribonucleoprotein C pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:48821]	X	144840777	144841660
ENSG00000270456	ENST00000605040			X	120981529	120981779
ENSG00000123575	ENST00000493442	ENSP00000417581	"family with sequence similarity 199, X-linked [Source:HGNC Symbol;Acc:HGNC:25195]"	X	104166620	104195902
ENSG00000123575	ENST00000299906		"family with sequence similarity 199, X-linked [Source:HGNC Symbol;Acc:HGNC:25195]"	X	104166620	104195902
ENSG00000231963	ENST00000454388		PABPC1L2B antisense RNA 1 (head to head) [Source:EntrezGene;Acc:101928345]	X	73080167	73084635
ENSG00000214031	ENST00000416158			X	40760104	40761270
ENSG00000015285	ENST00000450772	ENSP00000410537	Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]	X	48676596	48691427
ENSG00000015285	ENST00000376701	ENSP00000365891	Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]	X	48676596	48691427
ENSG00000015285	ENST00000465982		Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]	X	48676596	48691427
ENSG00000015285	ENST00000483750		Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]	X	48676596	48691427
ENSG00000015285	ENST00000490627		Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]	X	48676596	48691427
ENSG00000015285	ENST00000474174		Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]	X	48676596	48691427
ENSG00000015285	ENST00000470107		Wiskott-Aldrich syndrome [Source:HGNC Symbol;Acc:HGNC:12731]	X	48676596	48691427
ENSG00000281371	ENST00000630399		inactivation escape 2 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:6061]	X	15785716	15787589
ENSG00000236371	ENST00000433030	ENSP00000393315	"cancer/testis antigen family 47, member A1 [Source:HGNC Symbol;Acc:HGNC:33282]"	X	120982466	120985788
ENSG00000184675	ENST00000374869	ENSP00000364003	APC membrane recruitment protein 1 [Source:HGNC Symbol;Acc:HGNC:26837]	X	64185117	64205744
ENSG00000184675	ENST00000330258	ENSP00000329117	APC membrane recruitment protein 1 [Source:HGNC Symbol;Acc:HGNC:26837]	X	64185117	64205744
ENSG00000270251	ENST00000604752			X	120986388	120986639
ENSG00000169239	ENST00000498004	ENSP00000418622	"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]"	X	15688830	15788409
ENSG00000169239	ENST00000318636	ENSP00000314099	"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]"	X	15688830	15788409
ENSG00000169239	ENST00000478923		"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]"	X	15688830	15788409
ENSG00000169239	ENST00000474624		"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]"	X	15688830	15788409
ENSG00000169239	ENST00000380319		"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]"	X	15688830	15788409
ENSG00000169239	ENST00000479740	ENSP00000417553	"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]"	X	15688830	15788409
ENSG00000169239	ENST00000380313		"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]"	X	15688830	15788409
ENSG00000169239	ENST00000478341	ENSP00000417236	"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]"	X	15688830	15788409
ENSG00000169239	ENST00000496188		"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]"	X	15688830	15788409
ENSG00000169239	ENST00000454127	ENSP00000417021	"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]"	X	15688830	15788409
ENSG00000185825	ENST00000345046	ENSP00000343458	B-cell receptor-associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	X	153700497	153724697
ENSG00000185825	ENST00000458587	ENSP00000392330	B-cell receptor-associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	X	153700497	153724697
ENSG00000185825	ENST00000442093	ENSP00000400345	B-cell receptor-associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	X	153700497	153724697
ENSG00000185825	ENST00000429550	ENSP00000409888	B-cell receptor-associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	X	153700497	153724697
ENSG00000185825	ENST00000416815	ENSP00000394270	B-cell receptor-associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	X	153700497	153724697
ENSG00000185825	ENST00000423827	ENSP00000389740	B-cell receptor-associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	X	153700497	153724697
ENSG00000185825	ENST00000430088	ENSP00000402342	B-cell receptor-associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	X	153700497	153724697
ENSG00000185825	ENST00000468947		B-cell receptor-associated protein 31 [Source:HGNC Symbol;Acc:HGNC:16695]	X	153700497	153724697
ENSG00000237661	ENST00000424288			X	40831844	40832562
ENSG00000227864	ENST00000418991		ADP-ribosylation factor-like 5A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43933]	X	119186442	119186829
ENSG00000238222	ENST00000444706		"makorin ring finger protein 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:7115]"	X	40834485	40836005
ENSG00000233548	ENST00000448560		"cytochrome c, somatic pseudogene 44 [Source:HGNC Symbol;Acc:HGNC:24418]"	X	145176582	145176894
ENSG00000234712	ENST00000414071			X	145232929	145233619
ENSG00000171365	ENST00000376088	ENSP00000365256	"chloride channel, voltage-sensitive 5 [Source:HGNC Symbol;Acc:HGNC:2023]"	X	49922615	50099235
ENSG00000171365	ENST00000376091	ENSP00000365259	"chloride channel, voltage-sensitive 5 [Source:HGNC Symbol;Acc:HGNC:2023]"	X	49922615	50099235
ENSG00000171365	ENST00000482218	ENSP00000476732	"chloride channel, voltage-sensitive 5 [Source:HGNC Symbol;Acc:HGNC:2023]"	X	49922615	50099235
ENSG00000171365	ENST00000376108	ENSP00000365276	"chloride channel, voltage-sensitive 5 [Source:HGNC Symbol;Acc:HGNC:2023]"	X	49922615	50099235
ENSG00000171365	ENST00000307367	ENSP00000304257	"chloride channel, voltage-sensitive 5 [Source:HGNC Symbol;Acc:HGNC:2023]"	X	49922615	50099235
ENSG00000155966	ENST00000370460	ENSP00000359489	"AF4/FMR2 family, member 2 [Source:HGNC Symbol;Acc:HGNC:3776]"	X	148500619	149000663
ENSG00000155966	ENST00000342251	ENSP00000345459	"AF4/FMR2 family, member 2 [Source:HGNC Symbol;Acc:HGNC:3776]"	X	148500619	149000663
ENSG00000155966	ENST00000370458	ENSP00000359487	"AF4/FMR2 family, member 2 [Source:HGNC Symbol;Acc:HGNC:3776]"	X	148500619	149000663
ENSG00000155966	ENST00000370457	ENSP00000359486	"AF4/FMR2 family, member 2 [Source:HGNC Symbol;Acc:HGNC:3776]"	X	148500619	149000663
ENSG00000155966	ENST00000286437	ENSP00000286437	"AF4/FMR2 family, member 2 [Source:HGNC Symbol;Acc:HGNC:3776]"	X	148500619	149000663
ENSG00000203923	ENST00000370493	ENSP00000359524	"SPANX family, member N1 [Source:HGNC Symbol;Acc:HGNC:33174]"	X	145246828	145256112
ENSG00000228232	ENST00000452570		glyceraldehyde-3-phosphate dehydrogenase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4159]	X	39787132	39788136
ENSG00000231093	ENST00000443260			X	145630218	145632375
ENSG00000270709	ENST00000603091			X	145768095	145768342
ENSG00000279585	ENST00000625029			X	145797375	145798439
ENSG00000233433	ENST00000424220			X	121024964	121026563
ENSG00000224773	ENST00000443628		heat shock 70kDa protein 8 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:44922]	X	114774828	114776775
ENSG00000147246	ENST00000371951	ENSP00000361019	"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5295]"	X	114584078	114910061
ENSG00000147246	ENST00000276198	ENSP00000276198	"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5295]"	X	114584078	114910061
ENSG00000147246	ENST00000371950	ENSP00000361018	"5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled [Source:HGNC Symbol;Acc:HGNC:5295]"	X	114584078	114910061
ENSG00000189372	ENST00000453808			X	108383398	108383993
ENSG00000182890	ENST00000328078	ENSP00000327589	glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4336]	X	121047588	121050080
ENSG00000273746	ENST00000620830			X	102259043	102261692
ENSG00000204118	ENST00000373518	ENSP00000362617	nucleosome assembly protein 1-like 6 [Source:HGNC Symbol;Acc:HGNC:31706]	X	73126037	73128080
ENSG00000236190	ENST00000440037			X	86888586	86888816
ENSG00000169188	ENST00000374987	ENSP00000364126	APEX nuclease (apurinic/apyrimidinic endonuclease) 2 [Source:HGNC Symbol;Acc:HGNC:17889]	X	55000357	55009057
ENSG00000169188	ENST00000471758		APEX nuclease (apurinic/apyrimidinic endonuclease) 2 [Source:HGNC Symbol;Acc:HGNC:17889]	X	55000357	55009057
ENSG00000269405	ENST00000625106	ENSP00000485586	nuclear RNA export factor 2 [Source:HGNC Symbol;Acc:HGNC:8072]	X	102247161	102326719
ENSG00000269405	ENST00000604790	ENSP00000474598	nuclear RNA export factor 2 [Source:HGNC Symbol;Acc:HGNC:8072]	X	102247161	102326719
ENSG00000269281	ENST00000599675			X	52770809	52771080
ENSG00000229826	ENST00000443639			X	52735901	52736107
ENSG00000228354	ENST00000450868			X	52655207	52657254
ENSG00000237275	ENST00000440592			X	52687363	52687633
ENSG00000157965	ENST00000506270		"synovial sarcoma, X breakpoint 8 [Source:HGNC Symbol;Acc:HGNC:19654]"	X	52624998	52632895
ENSG00000185985	ENST00000335565	ENSP00000334374	"SLIT and NTRK-like family, member 2 [Source:HGNC Symbol;Acc:HGNC:13449]"	X	145817832	145825842
ENSG00000185985	ENST00000370490	ENSP00000359521	"SLIT and NTRK-like family, member 2 [Source:HGNC Symbol;Acc:HGNC:13449]"	X	145817832	145825842
ENSG00000183304	ENST00000381003	ENSP00000370391	"family with sequence similarity 9, member A [Source:HGNC Symbol;Acc:HGNC:18403]"	X	8790795	8801383
ENSG00000183304	ENST00000543214	ENSP00000440163	"family with sequence similarity 9, member A [Source:HGNC Symbol;Acc:HGNC:18403]"	X	8790795	8801383
ENSG00000237381	ENST00000414840			X	93388075	93389497
ENSG00000241476	ENST00000336777	ENSP00000338796	"synovial sarcoma, X breakpoint 2 [Source:HGNC Symbol;Acc:HGNC:11336]"	X	52644567	52707189
ENSG00000241476	ENST00000337502	ENSP00000338561	"synovial sarcoma, X breakpoint 2 [Source:HGNC Symbol;Acc:HGNC:11336]"	X	52644567	52707189
ENSG00000241476	ENST00000476392		"synovial sarcoma, X breakpoint 2 [Source:HGNC Symbol;Acc:HGNC:11336]"	X	52644567	52707189
ENSG00000241476	ENST00000610779	ENSP00000479759	"synovial sarcoma, X breakpoint 2 [Source:HGNC Symbol;Acc:HGNC:11336]"	X	52644567	52707189
ENSG00000217889	ENST00000434763		keratin 18 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:33418]	X	153604497	153605348
ENSG00000181191	ENST00000471141	ENSP00000467564	"praja ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:16648]"	X	69160851	69165793
ENSG00000181191	ENST00000374583	ENSP00000363711	"praja ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:16648]"	X	69160851	69165793
ENSG00000181191	ENST00000374584	ENSP00000363712	"praja ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:16648]"	X	69160851	69165793
ENSG00000181191	ENST00000361478	ENSP00000355014	"praja ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:16648]"	X	69160851	69165793
ENSG00000181191	ENST00000374571	ENSP00000363699	"praja ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:16648]"	X	69160851	69165793
ENSG00000181191	ENST00000477231		"praja ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:16648]"	X	69160851	69165793
ENSG00000181191	ENST00000590146	ENSP00000467404	"praja ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:16648]"	X	69160851	69165793
ENSG00000231619	ENST00000422795			X	8856665	8857059
ENSG00000228301	ENST00000450522		ribosomal protein L7 pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:36105]	X	93573834	93574579
ENSG00000186312	ENST00000380336		carbonic anhydrase VB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29544]	X	15674932	15703724
ENSG00000186312	ENST00000448692		carbonic anhydrase VB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29544]	X	15674932	15703724
ENSG00000186312	ENST00000380334		carbonic anhydrase VB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29544]	X	15674932	15703724
ENSG00000186312	ENST00000380333		carbonic anhydrase VB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29544]	X	15674932	15703724
ENSG00000186312	ENST00000380331		carbonic anhydrase VB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29544]	X	15674932	15703724
ENSG00000186312	ENST00000435806		carbonic anhydrase VB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29544]	X	15674932	15703724
ENSG00000213391	ENST00000406288			X	153606517	153606888
ENSG00000228616	ENST00000446370			X	153610694	153612925
ENSG00000229012	ENST00000440430			X	8863861	8867601
ENSG00000156531	ENST00000370803	ENSP00000359839	PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]	X	134373253	134428791
ENSG00000156531	ENST00000332070	ENSP00000329097	PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]	X	134373253	134428791
ENSG00000156531	ENST00000370799	ENSP00000359835	PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]	X	134373253	134428791
ENSG00000156531	ENST00000370800	ENSP00000359836	PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]	X	134373253	134428791
ENSG00000156531	ENST00000625464	ENSP00000487420	PHD finger protein 6 [Source:HGNC Symbol;Acc:HGNC:18145]	X	134373253	134428791
ENSG00000234288	ENST00000419597		"olfactory receptor, family 1, subfamily AA, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14750]"	X	131424299	131425214
ENSG00000168939	ENST00000302805	ENSP00000302978	sprouty homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:11271]	X	155767812	155782459
ENSG00000230973	ENST00000441066			X	131437055	131437670
ENSG00000232801	ENST00000419629		syndecan binding protein (syntenin) pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44687]	X	40890647	40891537
ENSG00000189145	ENST00000342691			X	40907987	40908391
ENSG00000281941	ENST00000631903			X	9412772	9413522
ENSG00000282300	ENST00000632293			X	9413816	9414569
ENSG00000130066	ENST00000379251	ENSP00000368553	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	X	23783173	23786226
ENSG00000130066	ENST00000379253	ENSP00000368555	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	X	23783173	23786226
ENSG00000130066	ENST00000379254	ENSP00000368556	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	X	23783173	23786226
ENSG00000130066	ENST00000379270	ENSP00000368572	spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	X	23783173	23786226
ENSG00000130066	ENST00000489394		spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	X	23783173	23786226
ENSG00000130066	ENST00000463236		spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	X	23783173	23786226
ENSG00000130066	ENST00000487713		spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	X	23783173	23786226
ENSG00000130066	ENST00000474223		spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	X	23783173	23786226
ENSG00000130066	ENST00000462639		spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]	X	23783173	23786226
ENSG00000216866	ENST00000397318		ribosomal protein S2 pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:36140]	X	40934982	40935864
ENSG00000237931	ENST00000422221		chloride intracellular channel 4 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:49799]	X	41076999	41077750
ENSG00000102226	ENST00000377107	ENSP00000366311	ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000102226	ENST00000478596		ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000102226	ENST00000469080		ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000102226	ENST00000377080	ENSP00000366282	ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000102226	ENST00000377078	ENSP00000366279	ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000102226	ENST00000489111		ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000102226	ENST00000489030		ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000102226	ENST00000480104		ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000102226	ENST00000488848		ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000102226	ENST00000497179		ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000102226	ENST00000467378		ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000102226	ENST00000218348	ENSP00000218348	ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]	X	47232690	47248328
ENSG00000234176	ENST00000425843		heat shock 70kDa protein 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:5245]	X	121203182	121205014
ENSG00000213498	ENST00000449760		"tumor protein, translationally-controlled 1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:49304]"	X	121863698	121864196
ENSG00000147174	ENST00000373696	ENSP00000362800	acidic repeat containing [Source:HGNC Symbol;Acc:HGNC:15805]	X	71578411	71613583
ENSG00000147174	ENST00000373695	ENSP00000362799	acidic repeat containing [Source:HGNC Symbol;Acc:HGNC:15805]	X	71578411	71613583
ENSG00000147174	ENST00000471950		acidic repeat containing [Source:HGNC Symbol;Acc:HGNC:15805]	X	71578411	71613583
ENSG00000260585	ENST00000569460			X	121871869	121876865
ENSG00000237891	ENST00000457727			X	122010976	122011612
ENSG00000280142	ENST00000624911			X	122242008	122242616
ENSG00000232496	ENST00000436852		ribosomal protein L3 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36298]	X	122538253	122539460
ENSG00000197565	ENST00000334504	ENSP00000334733	"collagen, type IV, alpha 6 [Source:HGNC Symbol;Acc:HGNC:2208]"	X	108155607	108439497
ENSG00000197565	ENST00000372216	ENSP00000361290	"collagen, type IV, alpha 6 [Source:HGNC Symbol;Acc:HGNC:2208]"	X	108155607	108439497
ENSG00000197565	ENST00000487645		"collagen, type IV, alpha 6 [Source:HGNC Symbol;Acc:HGNC:2208]"	X	108155607	108439497
ENSG00000197565	ENST00000468338		"collagen, type IV, alpha 6 [Source:HGNC Symbol;Acc:HGNC:2208]"	X	108155607	108439497
ENSG00000197565	ENST00000461897		"collagen, type IV, alpha 6 [Source:HGNC Symbol;Acc:HGNC:2208]"	X	108155607	108439497
ENSG00000197565	ENST00000477085		"collagen, type IV, alpha 6 [Source:HGNC Symbol;Acc:HGNC:2208]"	X	108155607	108439497
ENSG00000197565	ENST00000621266	ENSP00000482970	"collagen, type IV, alpha 6 [Source:HGNC Symbol;Acc:HGNC:2208]"	X	108155607	108439497
ENSG00000197565	ENST00000394872	ENSP00000378340	"collagen, type IV, alpha 6 [Source:HGNC Symbol;Acc:HGNC:2208]"	X	108155607	108439497
ENSG00000197565	ENST00000538570	ENSP00000445236	"collagen, type IV, alpha 6 [Source:HGNC Symbol;Acc:HGNC:2208]"	X	108155607	108439497
ENSG00000197565	ENST00000545689	ENSP00000443707	"collagen, type IV, alpha 6 [Source:HGNC Symbol;Acc:HGNC:2208]"	X	108155607	108439497
ENSG00000235416	ENST00000425348			X	53456273	53457029
ENSG00000225925	ENST00000450604			X	68474710	68476874
ENSG00000225271	ENST00000436419			X	8980425	8982505
ENSG00000186310	ENST00000373079	ENSP00000362171	nucleosome assembly protein 1-like 3 [Source:HGNC Symbol;Acc:HGNC:7639]	X	93670930	93673568
